content
tetap bintang satu klaim voucher khusus goride bisa tunggu tengah malam malah error tidak laku untuk mobil bisa lebih banyak butuh motor bukan mobil buang buang waktu uang
driver kompeten tegur edukasi masalah tarif bukan urus langgan atur aplikasi usaha urus waktu lokasi jemput selalu jadi alas kalau mau jemput usah guna aplikasi gps chat selalu nonaktif edukasi driver kecewa
agar driver lebih serius terima pesan akhir akhir sudah kali kali prank driver belum terima kasih atas saya keluh mana peta suka putar lebih jauh padahal tempat lebih dekat kualitas telepon tingkat
mau login akun daftar coba masuk email sama tulis email sudah daftar tekan tombol masuk bukan buat akun baru kok arti sistem masuk sama buat akun baru meski masuk email sama bisa coba email random baru bisa masuk akun login akun baru aneh
kata kalau langgan lebih murah kenapa langgan harga malah lebih mahal banding tidak langgan percuma langgan lebih mahal bagaimana saya sudah keluar uang tiga puluh ribu bagaimana saya butuh uang malah lebih mahal langgan tidak mohon cepat jawab
ya memang sulit cari driver restoran driver pesan batal dari sistem sudah beberapa kali ini niat lapar mau pesan makan tunggu lama ada driver ambil buat mood makin buruk mungkin saran jika di sekitar restoran ada driver otomatis batal sistem kasihan tahan lapar sangat tunggu pasti ujung ujung tidak dapat driver terima kasih
aplikasi sangat buruk peta banyak tanda driver dekat lokasi jemput eh datang malah driver jauh sekali acara tarif tambah cari cepat driver padahal banyak sekitar tunggu lama driver datang lambat
makin lama aplikasi makin guna pesan goride gambar banyak sekali driver dekat eh datang jauh sekali jepang ongkir sekarang mahal sekali maaf kali saya pindah ke aplikasi tidak ribet
mulai proses mesan antar luar biasa bagus belum rasa hambat utama proses masuk aplikasi cepat layan buat sering batal mesan sekarang beda sangat cepat nyaman moga depan lebih baik atau minimal tahan capai sekarang terima kasih
driver selalu jauh padahal yang dekat guna fitur prioritas pengaruh sekali driver batal coba aplikasi malah langsung tanpa banyak drama
sangat kecewa utama bagi gocar driver bahkan hina guna fitur gocar hemat padahal sudah bawa aplikasi padahal kalau mau kadang beri tips sedikit luar aplikasi karena tahu ongkos segitu tidak masuk akal saya harap pihak gojek tegur driver-nya khusus wilayah palembang sumatera selatan km12
kecewa goride hemat reguler tetap tidak beda harus reguler motor mesin cc atas vario pcx nmax hemat kategori cc bawah bayar lebih reguler motor datang motor kecil serius sempit sekali pesan gocar sedang buru buru kena macet jadi beri kategori motor jelas
gopaylater pernah beri notifikasi bayar lalu whatsapp notifikasi aplikasi bayar denda lebih gopaylater saya guna 50 ribu sendiri denda lambat satu hari karena info notifikasi apabila tagih guna tahu baru tahu masuk aplikasi tiba tiba ada info lambat bayar itu jadi kali
gojek sekarang makin buruk cari driver dapat padahal tidak batal pesan tunggu menit pesan namun hasil sama tambah banyak bug ingin mes makan goride
untuk goride perlu pisah hemat yang comfort percuma tidak perhati pihak gojek alam pesan comfort motor yang datang beda plat nomor beda jenis masuk kategori hemat lebih perhati khusus driver goride selamat atas segala
kadang lama cari drivernya malah pernah dapat malam aplikasi kadang suka lot mohon baik saya selalu dapat driver sudah pilih harga lebih mahal terima kasih
dong gps nya buat lebih akurat pesan mana dapetnya mana sering driver muter muter untung tidak berapa baik aplikasi baru update terus izin lokasi sudah aktif pesan sini malah dapet mobil mayor padahal stasiun senen banyak driver nya segitu ambil prioritas baik
aplikasi pesan ojek ojek kalau suruh tunggu tetap akan gojek terus fitur faster search tidak guna sekali dapat malah jauh sekali km
apa sih aplikasi tiba tiba banget driver nya ngechat sesuai aplikasi padahal lagi diam buka aplikasi aneh sekali terus sering sekali driver minta ongkos lebih bahkan kali lipat pernah jadi naik gocar terus bawa satu koper driver nya minta ongkos kali lipat gila aplikasi terima driver seperti moga depan baik siapa punya aplikasi kalau ya paksa pindah aplikasi belah
paket gojek sekarang lebih mahal jadi malas diskon nya kecil ribu rupiah pelit terus pas mau pergi cek jarak google maps misal google km cek gojek jadi km jauh sekali cek di aplikasi ojek malah sama pas google maps dong baik susah kalau ongkos mahal mending beli motor
parah akun bisa buka gara gara lupa pin minta bantu ada selesai baik lewat email maupun telepon top up nomor daftar gopay tetap masuk hasil
masa top up gopay masuk sih aplikasi padahal status mobile banking hasil bingung mau adu siapa kait dalam aplikasi ada customer service kendala tolong perhati masalah
kali pesan gocar tengah jalan tuju lokasi jemput si driver bilang bawa tumpang minta batal padahal sedang buru buru kalau tidak bilang awal jadi tidak erti bagaimana bisa terima order padahal sedang bawa tumpang padahal baru kali saja sudah buat ragu pesan gocar takut ini sudah tunggu tunggu malah minta cancel
kecewa sekali belum beri rating sekarang sangat muas benar tahu apa masalah akun tapi tiba tiba begitu mau pesan apa bisa terus klik bantu mau ngobrol customer service nya susah responsif sekali tangan salah harga bagai langgan kecewa tiba tiba akun dapat aktivitas tidak biasa padahal akun gojek sudah lama perhati masalah lama lama jadi tidak jelas aplikasi
halo gojek hari sangat kesal aplikasi kalian order order sendiri aplikasi kalian masalah apa benar baru aplikasi aplikasi nya jalan sendiri sudah telepon pusat gojek jakarta tidak solusi kata bisa batal pada akhir tetap bayar yang saya bayar tidak sedikit
evaluasi driver gocar utama gocar biasa cari driver susah batal pihak bagus gocar comfort prioritas banyak batal pihak
mau ketik kode promo tidak melulu kata tukar kode mohon maaf rasa usaha belum hasil kenapa kata tukar akhir voucher kode sudah habis solusi rasa saya dapat
langgan goride jarak pendek akhir akhir tidak nyaman rekomendasi driver jarak jemput sangat jauh hampir sama jarak antar jemput seluruh rugi bahan bakar waktu tunggu
suka guna gojek harga gocar hujan langsung naik kali lipat sangat masuk akal dulu kalau jarang guna gojek vouchernya sampai lebih pas sering guna voucher jadi hilang ada satu tahun sangat kecewa lalu kalau driver goride kalau kemudi lebih aman jangan potong jalan enak ada rasa bahaya beri bintang kasihan tingkat latih driver sangat kecewa gojek sekarang
baru aplikasi jadi ngelag banyak bug tambah alamat baru atur respons aplikasi pesan makan jarak antar menu sangat jauh buka pilih menu tidak muncul popup biasa tekan tutup tidak ada respons saat tekan dari menu restoran halaman awal tidak harus force close lebih perangkat saya huawei nova t
baru makin lambat performa bolak balik bisa klik masuk halaman baru putar kadang update peta driver jalan baik gofood maupun goride mohon baik sistem bayar lambat
unduh aplikasi ulang ponsel ter reset empat angka kode verifikasi masuk hasil salah kirim kode ulang kirim tetap salah beberapa kali akhir bisa dan tunggu menit bagaimana ada butuh desak tunggu menit akhir ganti aplikasi
sekarang tarif mahal begitu banyak promo promo laku kalau bayar pakai kartu kredit padahal langgan gojek banyak tidak milik kartu kredit jadi banyak promo hanya laku guna kartu kredit percuma terus kalau pesan gocar jarak jauh sering tolak drivernya bagai alas
saran usah keluar banyak promo percuma driver mau jemput pernah driver keluh pakai promo usah buang uang pasang iklan sana sini buat marketing ganggu sekarang driver sangat susah cari pas hampir semua batal enak padahal bilang mohon tunggu saya pesan jam pagi jakarta tidak ada respons padahal bukan jam sibuk harus aplikasi muncul driver memang sedia
